apellido,frec_pri,frec_seg,freq_rep
GARECA,97,69,0
MOUTON,97,69,0
NESPRAL,97,69,0
BASURKO,97,68,0
HOSSEIN,97,66,0
LAMBORENA,97,66,0
CARALPS,97,65,0
GANT,97,65,0
COVEÑAS,97,64,0
LEVEQUE,97,63,0
PALAVECINO,97,63,0
SAVOVA,97,63,0
CLAUDEL,97,62,0
DE LA ALDEA,97,62,0
HORNEDO,97,62,0
SANCHEZ DE OCAÑA,97,62,0
TREMOLS,97,61,0
MARENGO,97,60,0
RUDIEZ,97,59,0
PICUASI,97,58,0
FARNELL,97,55,0
TRELIS,97,54,0
VINYOLES,97,52,0
POUGET,97,49,0
MOSCA,97,48,0
WAGENER,97,48,0
PASSARELL,97,46,0
KOPP,97,45,0
BENZIANE,97,40,0
SADDIK,97,34,0
LASRY,97,30,0
ROMER,97,29,0
SAYED,97,29,0
HANI,97,27,0
POLAK,97,26,0
EL SAYED,97,25,0
ANTWI,97,18,0
HURLEY,97,18,0
MAHONEY,97,17,0
EL HARRATI,97,15,0
STOCKER,97,15,0
LANGLEY,97,14,0
FENTON,97,13,0
ASHLEY,97,11,0
KAIDI,97,11,0
TABBAI,97,11,0
DABROWSKI,97,10,0
HANIN,97,10,0
BANGOURA,97,9,0
ENGLAND,97,9,0
BATOOL,97,7,0
BOTOS,97,7,0
HAMMOURI,97,7,0
RKIOUAK,97,6,0
VOINA,97,6,0
AJMAL,97,5,0
BIGGS,97,5,0
LAPUSAN,97,5,0
PAPARA,97,5,0
BEATTIE,97,0,0
BENEA,97,0,0
BRAD,97,0,0
BRIDGES,97,0,0
EL OUJGLI,97,0,0
ET TAMIMI,97,0,0
FOLEA,97,0,0
IANC,97,0,0
IEPURE,97,0,0
LATCU,97,0,0
MARGINEANU,97,0,0
NOMOKO,97,0,0
PODINA,97,0,0
PORUMBARU,97,0,0
TARCA,97,0,0
TODICA,97,0,0
WHITEHOUSE,97,0,0
MESAUD,96,143,0
CASP,96,142,0
AGRUÑA,96,137,0
SALIP,96,135,0
TITUANA,96,135,0
AZARA,96,134,0
CEMBRANO,96,131,0
ANCHETA,96,129,0
ORUBE,96,129,0
IÑURRITEGUI,96,124,0
RODILANA,96,121,0
PEDRIEL,96,118,0
TRUCHERO,96,118,0
REBOLLOSO,96,116,0
PEREZ MUELAS,96,114,0
ALEÑAR,96,112,0
UZCATEGUI,96,111,0
GOITI,96,110,10
MUQOZ,96,110,0
DALFO,96,108,0
SAPORTA,96,108,0
DIAZ CHIRON,96,107,0
NIELLA,96,107,0
NOVIALS,96,107,0
UGUINA,96,107,0
BORDEJE,96,106,8
DE FIGUEIREDO,96,106,0
BASTAROS,96,105,0
FERNANDEZ FIGARES,96,105,0
ANEGAS,96,104,0
COSTARROSA,96,104,0
ECED,96,104,0
AGORRIA,96,103,0
ORGILLES,96,103,0
PERACHO,96,103,0
ANDICOECHEA,96,102,0
SASIA,96,102,0
VINGUT,96,101,7
ABUJAS,96,101,0
ESPELLETA,96,101,0
FONDEVILLA,96,101,0
FONTELO,96,100,0
ORNAQUE,96,100,0
QUINTUÑA,96,99,8
GUDAYOL,96,99,0
MARTIN FONTECHA,96,99,0
ROPA,96,99,0
VILLALBI,96,98,8
CAUSAPIE,96,98,0
ROGET,96,98,0
BOETA,96,96,0
INUNCIAGA,96,95,0
MILVAQUES,96,95,0
ATAUN,96,94,0
SARITAMA,96,93,7
LA RODA,96,93,0
PEREZ HITA,96,93,0
DAROQUI,96,92,0
ANDOLZ,96,91,0
ARCILLA,96,91,0
MOMO,96,91,0
OBLITAS,96,91,0
AMORRICH,96,90,0
BURDASPAR,96,90,0
KARRERA,96,90,0
XAMANI,96,90,0
AGELET,96,89,0
REBES,96,89,0
VIELSA,96,89,0
SARAGUETA,96,88,5
DIAZ DE DURANA,96,88,0
FLICH,96,87,0
PRESTEL,96,87,0
SAFON,96,87,0
DIAZ PACHECO,96,86,0
SANCHEZ DE MOLINA,96,86,0
FRIERO,96,85,0
GALINSOGA,96,85,0
OGUIZA,96,85,0
FRANCOLI,96,84,0
LA OSA,96,83,0
LUSA,96,83,0
PUIGVI,96,83,0
SORONELLAS,96,83,0
GANIVET,96,82,0
PACH,96,82,0
AMESCUA,96,81,0
ARNAUDA,96,81,0
DE LA PUEBLA,96,80,0
ZURIGUEL,96,80,0
LARRAKOETXEA,96,79,0
MARTINEZ DE ZUAZO,96,79,0
BRACONS,96,78,0
DE LEMOS,96,77,0
LARROCHA,96,77,0
FUENTELSAZ,96,76,0
LOPEZ LILLO,96,76,0
VILABRILLE,96,76,0
ARBULO,96,75,0
DORCE,96,75,0
ZARRAGOITIA,96,75,0
CASTERAS,96,74,0
BRISO MONTIANO,96,73,0
CODESO,96,72,0
ALCHAPAR,96,71,0
CHOLIZ,96,71,0
CRIVILLES,96,71,0
IZARZUGAZA,96,71,0
MONDRIA,96,71,0
FUENTESECA,96,70,0
FOCHS,96,68,0
MANIVESA,96,68,0
LLIMARGAS,96,63,0
MARTINEZ FORTUN,96,62,0
LAGRESA,96,61,0
SERAFIM,96,61,0
ALICANTE,96,60,0
BUTI,96,60,0
IGNATOVA,96,60,0
DELCHEV,96,58,7
PITA DA VEIGA,96,57,0
DRAGANOV,96,55,5
MINKOVA,96,55,0
DA PALMA,96,53,7
DAMIANI,96,53,0
PEDRAJO,96,53,0
YAJAMIN,96,53,0
JAN,96,51,0
SEVER,96,50,0
AHAMED,96,48,0
GONZALEZ DE CHAVES,96,46,0
BERNADI,96,45,0
LAPASTORA,96,45,0
ABELLANAS,96,43,0
KURZ,96,32,0
JAEGER,96,30,0
MIS,96,30,0
SEGHIR,96,28,0
LINDBERG,96,27,0
AKODAD,96,26,0
SCHILLER,96,26,0
ALLACH,96,23,0
PIEPER,96,21,0
BOUZIT,96,20,5
ROSENBERG,96,20,0
AYUB,96,15,0
GRAVES,96,15,0
HARWOOD,96,15,0
HERTA,96,15,0
BOUASRIA,96,14,0
DEMIR,96,13,0
LAHSSINI,96,13,0
MATHER,96,13,0
CHAABI,96,12,0
KOZLOVA,96,12,0
MACLEAN,96,12,0
BALAJ,96,11,0
DUTTON,96,11,0
MERIMI,96,11,0
AGMIR,96,10,0
BOURI,96,10,0
CHIBANI,96,10,0
COWLEY,96,10,0
EL AZAMI,96,10,0
CHARLTON,96,9,0
CHORFI,96,9,0
BALANESCU,96,8,0
NEDA,96,8,0
ZOTA,96,8,0
IORDANESCU,96,6,0
STEEL,96,6,0
BRISTOW,96,0,0
CALINI,96,0,0
CIRPACIU,96,0,0
GLODEANU,96,0,0
HAYRAPETYAN,96,0,0
MALUTAN,96,0,0
MOLDOVANU,96,0,0
MUSTATEA,96,0,0
NECULAE,96,0,0
OURINICHE,96,0,0
PINZARIU,96,0,0
BINDANG,95,223,0
SANPEDRO,95,182,0
PONTIGO,95,148,0
ROTELLAR,95,140,0
CULEBRADAS,95,132,0
LUGRIS,95,131,0
ALARI,95,126,0
GELDE,95,121,0
OLAYO,95,121,0
TORTUERO,95,121,0
MESCUA,95,120,0
PUEO,95,120,0
SERA,95,120,0
CABREJA,95,118,0
HUERCIO,95,118,0
LAMIQUIZ,95,116,0
LEFLER,95,116,0
VALDOR,95,115,0
MARIACA,95,114,0
DE ARRIBAS,95,112,0
MELGOSO,95,111,0
RICALDEZ,95,111,0
ARBUSA,95,110,0
LA HOZ,95,110,0
MALLADO,95,109,0
BARBADILLA,95,108,0
ARENGA,95,107,0
CERVINO,95,107,0
CHARRY,95,107,0
LLUELLES,95,107,0
GUMUCIO,95,106,0
ESPARRAGOSA,95,105,0
PEREZ DE VILLARREAL,95,105,0
ALSEDA,95,102,0
MARQUE,95,102,0
ETXENAGUSIA,95,101,0
IMATZ,95,100,0
CIUTAD,95,99,0
DE LEMUS,95,99,0
GUMERSINDO,95,99,0
CERRAJERIA,95,98,0
NANIN,95,98,0
ARMELA,95,97,0
GALLOSTRA,95,97,0
PENON,95,97,0
JANICES,95,96,0
MUNITIZ,95,96,0
PADRELL,95,96,0
VILERT,95,96,0
LIMES,95,95,0
OAR,95,94,5
ALDAREGUIA,95,93,5
ALBERTIN,95,93,0
HAYAS,95,93,0
SANCHEZ DE MEDINA,95,93,0
SANTALLUSIA,95,93,0
MASSACHS,95,91,0
ALCAIRE,95,90,0
AURORA,95,90,0
HURLE,95,90,0
MEDARDE,95,90,0
ALCAUZA,95,89,0
BRAJONES,95,89,0
DE LA ESPERANZA,95,89,0
SEQUEROS,95,89,0
CANDANO,95,88,0
DIAZ DE MERA,95,88,0
URDAPILLETA,95,88,0
CANDEIRA,95,87,0
DUTOR,95,87,0
MARIEGES,95,87,0
GARCIA RUBIO,95,86,0
MARTES,95,86,0
CIREZ,95,85,0
MARUGAL,95,85,0
ROLA,95,85,0
ESPADALER,95,84,0
SARRIGUREN,95,84,0
CACHARRO,95,83,0
COITO,95,83,0
RUIZ DE GARIBAY,95,83,0
SALSAS,95,83,0
SEIRA,95,83,0
GUTES,95,82,0
NOCITO,95,82,0
COLLDEFORNS,95,81,0
FISICA,95,81,0
PEDRIANES,95,80,0
RISALDE,95,80,0
SARAIBA,95,80,0
SEL LAM,95,80,0
TRAVESA,95,80,0
BEIZTEGUI,95,79,0
SANTED,95,79,0
BALVIS,95,78,0
BAREÑO,95,78,0
DESCHAMPS,95,78,0
ALCUAZ,95,77,6
FERNANDEZ DE LA REGUERA,95,77,0
ACHAU,95,76,0
RENOBALES,95,76,0
LODOSO,95,75,0
ROLIN,95,74,0
SIMES,95,74,0
TENDILLO,95,74,0
ARQUILLOS,95,73,0
BENITEZ CANO,95,73,0
BRUSAU,95,73,0
ALTIER,95,71,0
BERNADET,95,71,0
CESARI,95,71,0
LASSALLE,95,71,0
RABINA,95,71,0
LOPEZ VILLALTA,95,70,0
SAN LUCAS,95,70,0
BISTUE,95,69,0
ELGUERO,95,69,0
MARIAGES,95,69,0
PEGENAUTE,95,69,0
BELENCOSO,95,68,0
ESTARRONA,95,68,0
TORREQUEBRADA,95,68,0
TRESSERRA,95,68,0
UYANA,95,65,0
YONTE,95,65,0
ACIEGO,95,64,0
DE FEDERICO,95,64,0
MERAT,95,64,0
RAYKOV,95,64,0
ADSERA,95,63,0
IRALDE,95,63,0
LARI,95,62,0
VELACORACHO,95,60,0
MONTIS,95,56,0
ELKORO,95,55,0
MINOVES,95,55,0
MILLE,95,54,0
PEREZ DE LEMA,95,53,0
BARANGA,95,50,0
GONZALEZ DE LENA,95,48,0
CASTAÑOSA,95,47,0
HO,95,46,0
TEIGA,95,46,0
DE LAZARO,95,44,0
VITALI,95,44,0
ARMANDO,95,43,0
EL MEHDI,95,41,0
SARSRI,95,38,0
CAPOBIANCO,95,37,0
BANI,95,31,0
SANDHU,95,30,0
ROMANOV,95,27,0
JOHNS,95,24,0
PETRA,95,24,0
BAIER,95,21,0
BREUER,95,20,0
PHILIPPE,95,19,0
MARDI,95,18,0
ESSADIKI,95,17,0
LACHE,95,14,0
BENTA,95,13,0
BRIKI,95,13,0
AMADOU,95,12,0
FARTAN,95,12,0
KNOTT,95,12,0
CHEDDAD,95,11,0
EVGENIEV,95,11,0
MAGHRAOUI,95,11,0
ILIUTA,95,10,0
EL ALI,95,9,0
RIGBY,95,9,0
TAKACS,95,9,0
EL KALLALI,95,8,0
DAIF,95,7,0
DASCAL,95,7,0
KAYE,95,7,0
MISCA,95,6,0
BADOIU,95,5,0
BAHADUR,95,0,0
BARBUCEANU,95,0,0
BOACA,95,0,0
BOIAN,95,0,0
BUNESCU,95,0,0
GASPARYAN,95,0,0
IVANCIU,95,0,0
LEORDEAN,95,0,0
MAAZOUZI,95,0,0
MASTERS,95,0,0
MIKLOS,95,0,0
NEGULESCU,95,0,0
PAVLYUK,95,0,0
SAMMAR,95,0,0
SBIRCEA,95,0,0
SHER,95,0,0
STANCESCU,95,0,0
TKACH,95,0,0
TOPALA,95,0,0
TUDIC,95,0,0
MONROBE,94,177,0
MILICUA,94,142,0
GUARANDA,94,131,0
RIÑON,94,127,0
ROSELLON,94,126,0
VILLALABEITIA,94,126,0
MIQUEO,94,118,5
ARANZASTI,94,118,0
MATAMALES,94,117,0
LOPEZ SEPULVEDA,94,116,0
BAUTIS,94,115,0
FRIGINAL,94,115,0
JACHO,94,115,0
BALET,94,113,0
CASAREJOS,94,112,0
CHILUIZA,94,110,0
LLORIAN,94,110,0
SANTA CATALINA,94,109,0
GAMBAU,94,108,0
MOLIZ,94,108,0
MOTAS,94,108,0
TERSA,94,108,0
GENSANA,94,107,0
RAUDALES,94,107,0
LAVARIAS,94,106,0
PERNAUTE,94,106,0
SANTIZO,94,105,0
DEL PIE,94,104,0
ECHAZARRA,94,103,7
YAURI,94,103,0
ARREAL,94,102,0
LEGRAN,94,102,0
BERCERUELO,94,101,0
FELGUERES,94,101,0
FULGUEIRA,94,101,0
MESSA,94,101,0
NOTIVOL,94,101,0
GALLON,94,100,0
PEREZ HIGUERAS,94,98,0
DIAZ JIMENEZ,94,97,0
PASIN,94,96,0
VOLART,94,95,0
BURUSCO,94,94,6
BASARAS,94,94,0
HARINERO,94,94,0
MINTEGUIA,94,94,0
GINJAUME,94,93,0
GUIMET,94,93,0
TEJAS,94,93,0
AZOGIL,94,92,5
CATAFAL,94,92,0
LOVA,94,92,0
ARGENTO,94,91,0
RAYMUNDO,94,91,0
ARRI,94,90,0
FULQUET,94,90,0
LUQUE ROMERO,94,90,0
TARGARONA,94,90,0
LECUNA,94,89,0
FUENSANTA,94,88,0
GARFIAS,94,87,0
TORRENOVA,94,87,0
FONTANS,94,86,0
PINUAGA,94,85,0
SOLLERO,94,85,0
MARAÑES,94,84,0
SEGON,94,84,0
TREMOLEDA,94,84,0
CALVO RUBIO,94,83,0
SANFELIZ,94,83,0
MAZARRACIN,94,82,0
ALCORIZA,94,81,0
MALLEIRO,94,81,0
NOCELO,94,81,0
IZAOLA,94,80,0
AZKOAGA,94,79,0
BEÑARAN,94,79,0
MANJARIN,94,79,0
AFUERA,94,78,0
MARTINEZ DE ICAYA,94,78,0
PLENSA,94,78,0
ROVI,94,78,0
CUQUET,94,77,0
ENRIQUEZ DE SALAMANCA,94,77,0
PACETTI,94,77,0
GARCIA DE LA MATA,94,76,0
ITURRICHA,94,76,0
AGUILON,94,74,0
ELOY,94,74,0
TOMERO,94,74,0
CAPATAZ,94,73,0
CARRICOBA,94,73,0
ORTIZ DE ORRUÑO,94,73,0
VALDELLOS,94,72,0
BENGUIGUI,94,71,0
LIEDO,94,71,0
NUÑEZ CACHO,94,70,0
SALTOR,94,70,0
VILASIS,94,70,0
LAYNA,94,68,5
CASSANY,94,68,0
ITURRIZAGA,94,68,0
LASTANAO,94,68,0
DAVESA,94,67,0
SIERO,94,67,0
TARRAT,94,67,0
FERNANDEZ DE TEJADA,94,66,0
ARRESE IGOR,94,65,0
AYECHU,94,65,0
PIMAS,94,65,0
PUIGDENGOLAS,94,63,0
LAMSFUS,94,62,5
DE RAFAEL,94,62,0
RISQUE,94,62,0
AYGUADE,94,61,0
PAGANI,94,61,0
RODRIGUEZ DE RIVERA,94,61,0
GUSTA,94,60,0
PUIGGALI,94,60,0
URKIRI,94,60,0
GALLEGO NICASIO,94,59,0
GUERRA LIBRERO,94,59,0
ALOGO,94,58,0
VOTO,94,57,0
LONCA,94,55,0
MADURO,94,55,0
YESARES,94,54,0
LIGER,94,52,0
ZHEKOV,94,50,9
MAROTTA,94,44,0
MANYA,94,39,0
SANO,94,39,0
HOFFMAN,94,35,0
GREY,94,34,0
FANE,94,31,0
AGER,94,30,0
BOUKER,94,29,0
BOUARFA,94,28,0
AJAYI,94,27,0
HELD,94,25,0
CHARGUI,94,24,0
WENDT,94,23,0
MOLLOY,94,22,0
CROWLEY,94,21,0
AMMI,94,19,0
SEIDI,94,19,0
BENDRIS,94,18,0
FROLOVA,94,18,0
